time,value
6.075,0.76611
7.075,0.659833
8.075,0.484039
9.075,0.765925
10.075,0.66337
11.075,0.805716
11.325,0.792185
11.825,0.728969
12.075,0.617041
13.075,0.943999
14.075,0.803843
15.075,0.525522
16.075,0.562298
