time,value
6.075,2.12225
7.075,2.9798
8.075,1.5311
9.075,1.36362
10.075,0.896088
11.075,0.864747
11.325,0.704012
11.825,0.932725
12.075,0.97291
13.075,1.60111
14.075,2.29427
15.075,2.59058
16.075,4.4933
