time,value
6.075,1.40169
7.075,0.953949
8.075,1.52381
9.075,1.55441
10.075,1.41107
11.075,1.37324
11.325,1.45394
11.825,1.24699
12.075,1.27087
13.075,1.07776
14.075,0.736644
15.075,1.39988
16.075,1.62782
