time,value
6.075,0.97955
7.075,1.06629
8.075,1.38964
9.075,1.24961
10.075,1.35709
11.075,1.22664
11.325,1.3938
11.825,1.50073
12.075,1.49326
13.075,2.39543
14.075,2.56186
15.075,3.12672
16.075,3.0994
