time,value
6.075,0.587364
7.075,0.484911
8.075,1.21249
9.075,1.64
10.075,0.999054
11.075,0.63894
11.325,0.478734
11.825,0.515019
12.075,0.977945
13.075,0.602228
14.075,0.969327
15.075,1.23375
16.075,1.04441
