timestamp,altitude,daytime,profile,value
2.58E+02,0.1,6.07,4.20E-01,2.88E-01
2.58E+02,0.3,6.07,4.20E-01,2.90E-01
2.58E+02,0.5,6.07,4.20E-01,2.49E-01
2.58E+02,0.7,6.07,4.20E-01,2.09E-01
2.58E+02,0.9,6.07,4.20E-01,1.74E-01
2.58E+02,1.1,6.07,4.20E-01,1.47E-01
2.58E+02,1.3,6.07,4.20E-01,1.25E-01
2.58E+02,1.5,6.07,4.20E-01,1.10E-01
2.58E+02,1.7,6.07,4.20E-01,9.70E-02
2.58E+02,1.9,6.07,4.20E-01,8.68E-02
2.58E+02,2.1,6.07,4.20E-01,6.88E-02
2.58E+02,2.3,6.07,4.20E-01,4.74E-02
2.58E+02,2.5,6.07,4.20E-01,2.96E-02
2.58E+02,2.7,6.07,4.20E-01,2.40E-02
2.58E+02,2.9,6.07,4.20E-01,1.83E-02
2.58E+02,3.1,6.07,4.20E-01,1.27E-02
2.58E+02,3.3,6.07,4.20E-01,7.05E-03
2.58E+02,3.5,6.07,4.20E-01,4.65E-03
2.58E+02,3.7,6.07,4.20E-01,4.63E-03
2.58E+02,3.9,6.07,4.20E-01,4.62E-03
2.58E+02,0.1,7.07,4.20E-01,2.90E-01
2.58E+02,0.3,7.07,4.20E-01,2.77E-01
2.58E+02,0.5,7.07,4.20E-01,2.27E-01
2.58E+02,0.7,7.07,4.20E-01,1.88E-01
2.58E+02,0.9,7.07,4.20E-01,1.61E-01
2.58E+02,1.1,7.07,4.20E-01,1.49E-01
2.58E+02,1.3,7.07,4.20E-01,1.49E-01
2.58E+02,1.5,7.07,4.20E-01,1.23E-01
2.58E+02,1.7,7.07,4.20E-01,7.72E-02
2.58E+02,1.9,7.07,4.20E-01,4.64E-02
2.58E+02,2.1,7.07,4.20E-01,3.72E-02
2.58E+02,2.3,7.07,4.20E-01,2.80E-02
2.58E+02,2.5,7.07,4.20E-01,1.88E-02
2.58E+02,2.7,7.07,4.20E-01,9.61E-03
2.58E+02,2.9,7.07,4.20E-01,5.76E-03
2.58E+02,3.1,7.07,4.20E-01,4.71E-03
2.58E+02,3.3,7.07,4.20E-01,3.66E-03
2.58E+02,3.5,7.07,4.20E-01,2.61E-03
2.58E+02,3.7,7.07,4.20E-01,1.55E-03
2.58E+02,3.9,7.07,4.20E-01,9.96E-04
2.58E+02,0.1,8.08,4.20E-01,2.80E-01
2.58E+02,0.3,8.08,4.20E-01,2.66E-01
2.58E+02,0.5,8.08,4.20E-01,2.19E-01
2.58E+02,0.7,8.08,4.20E-01,1.90E-01
2.58E+02,0.9,8.08,4.20E-01,1.64E-01
2.58E+02,1.1,8.08,4.20E-01,1.41E-01
2.58E+02,1.3,8.08,4.20E-01,1.18E-01
2.58E+02,1.5,8.08,4.20E-01,9.43E-02
2.58E+02,1.7,8.08,4.20E-01,6.55E-02
2.58E+02,1.9,8.08,4.20E-01,3.67E-02
2.58E+02,2.1,8.08,4.20E-01,2.94E-02
2.58E+02,2.3,8.08,4.20E-01,2.41E-02
2.58E+02,2.5,8.08,4.20E-01,1.88E-02
2.58E+02,2.7,8.08,4.20E-01,1.36E-02
2.58E+02,2.9,8.08,4.20E-01,8.29E-03
2.58E+02,3.1,8.08,4.20E-01,3.01E-03
2.58E+02,3.3,8.08,4.20E-01,2.48E-03
2.58E+02,3.5,8.08,4.20E-01,1.96E-03
2.58E+02,3.7,8.08,4.20E-01,1.43E-03
2.58E+02,3.9,8.08,4.20E-01,9.10E-04
2.58E+02,0.1,9.07,4.20E-01,2.87E-01
2.58E+02,0.3,9.07,4.20E-01,2.70E-01
2.58E+02,0.5,9.07,4.20E-01,2.22E-01
2.58E+02,0.7,9.07,4.20E-01,1.87E-01
2.58E+02,0.9,9.07,4.20E-01,1.57E-01
2.58E+02,1.1,9.07,4.20E-01,1.32E-01
2.58E+02,1.3,9.07,4.20E-01,1.09E-01
2.58E+02,1.5,9.07,4.20E-01,8.84E-02
2.58E+02,1.7,9.07,4.20E-01,6.25E-02
2.58E+02,1.9,9.07,4.20E-01,3.65E-02
2.58E+02,2.1,9.07,4.20E-01,2.73E-02
2.58E+02,2.3,9.07,4.20E-01,2.26E-02
2.58E+02,2.5,9.07,4.20E-01,1.80E-02
2.58E+02,2.7,9.07,4.20E-01,1.33E-02
2.58E+02,2.9,9.07,4.20E-01,8.62E-03
2.58E+02,3.1,9.07,4.20E-01,3.96E-03
2.58E+02,3.3,9.07,4.20E-01,2.33E-03
