time, rowNum, profile
255.47187,15,0.42
255.47187,16,0.42
255.47187,17,0.42
255.47187,18,0.42
255.47187,19,0.42
255.49271,0,0.64
255.49271,1,0.53
255.49271,2,0.51
255.49271,3,0.48
255.49271,4,0.46
255.49271,5,0.44
255.49271,6,0.43
255.49271,7,0.43
255.49271,8,0.42
255.49271,9,0.42
255.49271,10,0.42
255.49271,11,0.42
255.49271,12,0.42
255.49271,13,0.42
255.49271,14,0.42
255.49271,15,0.42
255.49271,16,0.42
255.49271,17,0.42
255.49271,18,0.42
255.49271,19,0.42
255.50312,0,0.6
255.50312,1,0.5
255.50312,2,0.48
255.50312,3,0.46
255.50312,4,0.44
255.50312,5,0.43
255.50312,6,0.42
255.50312,7,0.42
255.50312,8,0.42
255.50312,9,0.42
255.50312,10,0.42
255.50312,11,0.42
255.50312,12,0.42
255.50312,13,0.42
255.50312,14,0.42
255.50312,15,0.42
255.50312,16,0.42
255.50312,17,0.42
255.50312,18,0.42
255.50312,19,0.42
255.54479,0,0.55
255.54479,1,0.56
255.54479,2,0.53
255.54479,3,0.5
255.54479,4,0.48
255.54479,5,0.46
255.54479,6,0.44
255.54479,7,0.43
255.54479,8,0.43
255.54479,9,0.42
255.54479,10,0.42
255.54479,11,0.42
255.54479,12,0.42
255.54479,13,0.42
255.54479,14,0.42
255.54479,15,0.42
255.54479,16,0.42
255.54479,17,0.42
255.54479,18,0.42
255.54479,19,0.42
255.58646,0,0.53
255.58646,1,0.53
255.58646,2,0.51
255.58646,3,0.48
255.58646,4,0.46
255.58646,5,0.44
255.58646,6,0.43
255.58646,7,0.43
255.58646,8,0.42
255.58646,9,0.42
255.58646,10,0.42
255.58646,11,0.42
255.58646,12,0.42
255.58646,13,0.42
255.58646,14,0.42
255.58646,15,0.42
255.58646,16,0.42
255.58646,17,0.42
255.58646,18,0.42
255.58646,19,0.42
255.62812,0,0.52
255.62812,1,0.53
255.62812,2,0.51
255.62812,3,0.48
255.62812,4,0.46
255.62812,5,0.45
255.62812,6,0.44
255.62812,7,0.43
255.62812,8,0.43
255.62812,9,0.42
255.62812,10,0.42
255.62812,11,0.42
255.62812,12,0.42
255.62812,13,0.42
255.62812,14,0.42
255.62812,15,0.42
255.62812,16,0.42
255.62812,17,0.42
255.62812,18,0.42
255.62812,19,0.42
255.66979,0,0.52
255.66979,1,0.49
255.66979,2,0.47
255.66979,3,0.45
255.66979,4,0.44
255.66979,5,0.43
255.66979,6,0.42
255.66979,7,0.42
255.66979,8,0.43
255.66979,9,0.44
255.66979,10,0.44
255.66979,11,0.43
255.66979,12,0.43
255.66979,13,0.43
255.66979,14,0.42
255.66979,15,0.42
255.66979,16,0.42
255.66979,17,0.42
255.66979,18,0.42
255.66979,19,0.42
256.25312,0,0.75
256.25312,1,0.56
256.25312,2,0.49
256.25312,3,0.46
256.25312,4,0.44
256.25312,5,0.43
256.25312,6,0.43
256.25312,7,0.43
256.25312,8,0.42
256.25312,9,0.42
256.25312,10,0.42
256.25312,11,0.42
256.25312,12,0.42
256.25312,13,0.42
256.25312,14,0.42
256.25312,15,0.42
256.25312,16,0.42
256.25312,17,0.42
256.25312,18,0.42
256.25312,19,0.42
256.29479,0,0.64
256.29479,1,0.52
256.29479,2,0.48
256.29479,3,0.46
256.29479,4,0.44
256.29479,5,0.43
256.29479,6,0.43
256.29479,7,0.42
256.29479,8,0.42
256.29479,9,0.42
256.29479,10,0.42
256.29479,11,0.42
256.29479,12,0.42
256.29479,13,0.42
256.29479,14,0.42
256.29479,15,0.42
256.29479,16,0.42
256.29479,17,0.42
256.29479,18,0.42
256.29479,19,0.42
256.33646,0,0.67
256.33646,1,0.53
256.33646,2,0.48
256.33646,3,0.45
256.33646,4,0.44
256.33646,5,0.43
256.33646,6,0.43
256.33646,7,0.42
256.33646,8,0.42
256.33646,9,0.42
256.33646,10,0.42
256.33646,11,0.42
256.33646,12,0.42
256.33646,13,0.42
256.33646,14,0.42
256.33646,15,0.42
256.33646,16,0.42
256.33646,17,0.42
256.33646,18,0.42
256.33646,19,0.42
256.37812,0,0.69
256.37812,1,0.55
256.37812,2,0.5
256.37812,3,0.47
256.37812,4,0.45
256.37812,5,0.43
256.37812,6,0.43
256.37812,7,0.42
256.37812,8,0.42
256.37812,9,0.42
256.37812,10,0.42
256.37812,11,0.42
256.37812,12,0.42
256.37812,13,0.42
256.37812,14,0.42
256.37812,15,0.42
256.37812,16,0.42
256.37812,17,0.42
256.37812,18,0.42
256.37812,19,0.42
256.41979,0,0.7
256.41979,1,0.56
256.41979,2,0.49
256.41979,3,0.46
256.41979,4,0.45
256.41979,5,0.44
256.41979,6,0.43
256.41979,7,0.43
256.41979,8,0.42
256.41979,9,0.42
256.41979,10,0.42
256.41979,11,0.42
256.41979,12,0.42
256.41979,13,0.42
256.41979,14,0.42
256.41979,15,0.42
256.41979,16,0.42
256.41979,17,0.42
256.41979,18,0.42
256.41979,19,0.42
256.46146,0,0.73
256.46146,1,0.52
256.46146,2,0.47
256.46146,3,0.45
256.46146,4,0.43
256.46146,5,0.43
256.46146,6,0.42
256.46146,7,0.42
256.46146,8,0.42
256.46146,9,0.42
256.46146,10,0.42
256.46146,11,0.42
256.46146,12,0.42
256.46146,13,0.42
256.46146,14,0.42
256.46146,15,0.42
256.46146,16,0.42
256.46146,17,0.42
256.46146,18,0.42
256.46146,19,0.42
256.47187,0,0.65
256.47187,1,0.51
256.47187,2,0.47
256.47187,3,0.44
256.47187,4,0.43
256.47187,5,0.43
256.47187,6,0.42
256.47187,7,0.42
256.47187,8,0.42
256.47187,9,0.42
256.47187,10,0.42
256.47187,11,0.42
256.47187,12,0.42
256.47187,13,0.42
256.47187,14,0.42
256.47187,15,0.42
256.47187,16,0.42
256.47187,17,0.42
256.47187,18,0.42
256.47187,19,0.42
256.49271,0,0.58
256.49271,1,0.51
256.49271,2,0.48
256.49271,3,0.46
256.49271,4,0.44
256.49271,5,0.43
256.49271,6,0.43
256.49271,7,0.42
256.49271,8,0.42
256.49271,9,0.42
256.49271,10,0.42
256.49271,11,0.42
256.49271,12,0.42
256.49271,13,0.42
256.49271,14,0.42
256.49271,15,0.42
256.49271,16,0.42
256.49271,17,0.42
256.49271,18,0.42
256.49271,19,0.42
256.50312,0,0.58
256.50312,1,0.55
256.50312,2,0.49
256.50312,3,0.46
256.50312,4,0.45
256.50312,5,0.44
256.50312,6,0.43
256.50312,7,0.43
256.50312,8,0.42
256.50312,9,0.42
256.50312,10,0.42
256.50312,11,0.42
256.50312,12,0.42
256.50312,13,0.42
256.50312,14,0.42
256.50312,15,0.42
256.50312,16,0.42
256.50312,17,0.42
256.50312,18,0.42
256.50312,19,0.42
256.54479,0,0.53
256.54479,1,0.49
256.54479,2,0.46
256.54479,3,0.46
256.54479,4,0.44
256.54479,5,0.42
256.54479,6,0.42
256.54479,7,0.42
256.54479,8,0.42
256.54479,9,0.42
256.54479,10,0.42
256.54479,11,0.42
256.54479,12,0.42
256.54479,13,0.42
256.54479,14,0.42
256.54479,15,0.42
256.54479,16,0.42
256.54479,17,0.42
256.54479,18,0.42
256.54479,19,0.42
256.58646,0,0.48
256.58646,1,0.48
256.58646,2,0.47
256.58646,3,0.45
256.58646,4,0.44
256.58646,5,0.43
256.58646,6,0.43
256.58646,7,0.42
256.58646,8,0.42
256.58646,9,0.42
256.58646,10,0.42
256.58646,11,0.42
256.58646,12,0.42
256.58646,13,0.42
256.58646,14,0.42
256.58646,15,0.42
256.58646,16,0.42
256.58646,17,0.42
256.58646,18,0.42
256.58646,19,0.42
256.62812,0,0.48
256.62812,1,0.5
256.62812,2,0.52
256.62812,3,0.51
256.62812,4,0.48
256.62812,5,0.47
256.62812,6,0.46
256.62812,7,0.45
256.62812,8,0.44
256.62812,9,0.44
256.62812,10,0.43
256.62812,11,0.43
256.62812,12,0.43
256.62812,13,0.42
256.62812,14,0.42
256.62812,15,0.42
256.62812,16,0.42
256.62812,17,0.42
256.62812,18,0.42
256.62812,19,0.42
256.66979,0,0.6
256.66979,1,0.55
256.66979,2,0.49
256.66979,3,0.47
256.66979,4,0.46
256.66979,5,0.45
256.66979,6,0.44
256.66979,7,0.43
256.66979,8,0.43
256.66979,9,0.42
256.66979,10,0.42
256.66979,11,0.42
256.66979,12,0.42
256.66979,13,0.42
256.66979,14,0.42
256.66979,15,0.42
256.66979,16,0.42
256.66979,17,0.42
256.66979,18,0.42
256.66979,19,0.42
257.25312,0,0.76
257.25312,1,0.57
257.25312,2,0.52
257.25312,3,0.49
257.25312,4,0.46
257.25312,5,0.45
257.25312,6,0.44
257.25312,7,0.43
257.25312,8,0.43
257.25312,9,0.43
257.25312,10,0.42
257.25312,11,0.42
257.25312,12,0.42
257.25312,13,0.42
257.25312,14,0.42
257.25312,15,0.42
257.25312,16,0.42
257.25312,17,0.42
257.25312,18,0.42
257.25312,19,0.42
257.29479,0,0.75
257.29479,1,0.56
257.29479,2,0.48
257.29479,3,0.45
257.29479,4,0.44
257.29479,5,0.43
257.29479,6,0.43
257.29479,7,0.42
257.29479,8,0.42
257.29479,9,0.42
257.29479,10,0.42
257.29479,11,0.42
257.29479,12,0.42
257.29479,13,0.42
257.29479,14,0.42
257.29479,15,0.42
257.29479,16,0.42
257.29479,17,0.42
257.29479,18,0.42
257.29479,19,0.42
257.33646,0,0.8
257.33646,1,0.63
257.33646,2,0.54
257.33646,3,0.49
257.33646,4,0.46
257.33646,5,0.44
257.33646,6,0.44
257.33646,7,0.43
257.33646,8,0.43
257.33646,9,0.42
257.33646,10,0.42
257.33646,11,0.42
257.33646,12,0.42
257.33646,13,0.42
257.33646,14,0.42
257.33646,15,0.42
257.33646,16,0.42
257.33646,17,0.42
257.33646,18,0.42
257.33646,19,0.42
257.37812,0,0.82
257.37812,1,0.63
257.37812,2,0.54
257.37812,3,0.48
257.37812,4,0.46
257.37812,5,0.44
257.37812,6,0.43
257.37812,7,0.43
257.37812,8,0.42
257.37812,9,0.42
257.37812,10,0.42
257.37812,11,0.42
257.37812,12,0.42
257.37812,13,0.42
257.37812,14,0.42
257.37812,15,0.42
257.37812,16,0.42
257.37812,17,0.42
257.37812,18,0.42
257.37812,19,0.42
257.41979,0,0.8
257.41979,1,0.6
257.41979,2,0.52
257.41979,3,0.47
257.41979,4,0.45
257.41979,5,0.43
257.41979,6,0.43
257.41979,7,0.43
257.41979,8,0.42
257.41979,9,0.42
257.41979,10,0.42
257.41979,11,0.42
257.41979,12,0.42
257.41979,13,0.42
257.41979,14,0.42
257.41979,15,0.42
257.41979,16,0.42
257.41979,17,0.42
257.41979,18,0.42
257.41979,19,0.42
257.46146,0,0.76
257.46146,1,0.6
257.46146,2,0.52
257.46146,3,0.46
257.46146,4,0.45
257.46146,5,0.44
257.46146,6,0.43
257.46146,7,0.43
257.46146,8,0.42
257.46146,9,0.42
257.46146,10,0.42
257.46146,11,0.42
257.46146,12,0.42
257.46146,13,0.42
257.46146,14,0.42
257.46146,15,0.42
257.46146,16,0.42
257.46146,17,0.42
257.46146,18,0.42
257.46146,19,0.42
257.47187,0,0.74
257.47187,1,0.6
257.47187,2,0.53
257.47187,3,0.48
257.47187,4,0.46
257.47187,5,0.44
257.47187,6,0.43
257.47187,7,0.43
257.47187,8,0.42
257.47187,9,0.42
257.47187,10,0.42
257.47187,11,0.42
257.47187,12,0.42
257.47187,13,0.42
257.47187,14,0.42
257.47187,15,0.42
257.47187,16,0.42
257.47187,17,0.42
257.47187,18,0.42
257.47187,19,0.42
257.49271,0,0.7
257.49271,1,0.58
257.49271,2,0.5
257.49271,3,0.47
257.49271,4,0.45
257.49271,5,0.43
257.49271,6,0.43
257.49271,7,0.43
257.49271,8,0.42
257.49271,9,0.42
257.49271,10,0.42
257.49271,11,0.42
257.49271,12,0.42
257.49271,13,0.42
257.49271,14,0.42
257.49271,15,0.42
257.49271,16,0.42
257.49271,17,0.42
257.49271,18,0.42
257.49271,19,0.42
257.50312,0,0.66
257.50312,1,0.58
257.50312,2,0.51
257.50312,3,0.47
257.50312,4,0.45
257.50312,5,0.44
257.50312,6,0.43
257.50312,7,0.43
257.50312,8,0.42
257.50312,9,0.42
257.50312,10,0.42
257.50312,11,0.42
257.50312,12,0.42
257.50312,13,0.42
257.50312,14,0.42
257.50312,15,0.42
257.50312,16,0.42
257.50312,17,0.42
257.50312,18,0.42
257.50312,19,0.42
257.54479,0,0.58
257.54479,1,0.55
257.54479,2,0.5
257.54479,3,0.46
257.54479,4,0.44
257.54479,5,0.44
257.54479,6,0.43
257.54479,7,0.43
257.54479,8,0.43
257.54479,9,0.42
257.54479,10,0.42
257.54479,11,0.42
257.54479,12,0.42
257.54479,13,0.42
257.54479,14,0.42
257.54479,15,0.42
257.54479,16,0.42
257.54479,17,0.42
257.54479,18,0.42
257.54479,19,0.42
257.58646,0,0.51
257.58646,1,0.5
257.58646,2,0.48
257.58646,3,0.46
257.58646,4,0.44
257.58646,5,0.43
257.58646,6,0.43
257.58646,7,0.43
257.58646,8,0.43
257.58646,9,0.42
257.58646,10,0.42
257.58646,11,0.42
257.58646,12,0.42
257.58646,13,0.42
257.58646,14,0.42
257.58646,15,0.42
257.58646,16,0.42
257.58646,17,0.42
257.58646,18,0.42
257.58646,19,0.42
257.62812,0,0.55
257.62812,1,0.62
257.62812,2,0.54
257.62812,3,0.47
257.62812,4,0.45
257.62812,5,0.44
257.62812,6,0.44
257.62812,7,0.44
257.62812,8,0.43
257.62812,9,0.42
257.62812,10,0.42
257.62812,11,0.42
257.62812,12,0.42
257.62812,13,0.42
257.62812,14,0.42
257.62812,15,0.42
257.62812,16,0.42
257.62812,17,0.42
257.62812,18,0.42
257.62812,19,0.42
257.66979,0,0.6
257.66979,1,0.58
257.66979,2,0.53
257.66979,3,0.5
257.66979,4,0.48
257.66979,5,0.46
257.66979,6,0.45
257.66979,7,0.44
257.66979,8,0.44
257.66979,9,0.43
257.66979,10,0.43
257.66979,11,0.43
257.66979,12,0.43
257.66979,13,0.42
257.66979,14,0.42
257.66979,15,0.42
257.66979,16,0.42
257.66979,17,0.42
257.66979,18,0.42
257.66979,19,0.42
258.25312,0,0.74
258.25312,1,0.69
258.25312,2,0.6
258.25312,3,0.53
258.25312,4,0.49
258.25312,5,0.47
258.25312,6,0.46
258.25312,7,0.45
258.25312,8,0.44
258.25312,9,0.43
258.25312,10,0.42
258.25312,11,0.42
258.25312,12,0.42
258.25312,13,0.42
258.25312,14,0.42
258.25312,15,0.42
258.25312,16,0.42
258.25312,17,0.42
258.25312,18,0.42
258.25312,19,0.42
258.29479,0,0.68
258.29479,1,0.72
258.29479,2,0.63
258.29479,3,0.56
258.29479,4,0.54
258.29479,5,0.51
258.29479,6,0.49
258.29479,7,0.46
258.29479,8,0.44
258.29479,9,0.43
258.29479,10,0.43
258.29479,11,0.43
258.29479,12,0.42
258.29479,13,0.42
258.29479,14,0.42
258.29479,15,0.42
258.29479,16,0.42
258.29479,17,0.42
258.29479,18,0.42
258.29479,19,0.42
258.33646,0,0.64
258.33646,1,0.62
258.33646,2,0.55
258.33646,3,0.53
258.33646,4,0.47
258.33646,5,0.44
258.33646,6,0.43
258.33646,7,0.43
258.33646,8,0.43
258.33646,9,0.43
258.33646,10,0.42
258.33646,11,0.42
258.33646,12,0.42
258.33646,13,0.42
258.33646,14,0.42
258.33646,15,0.42
258.33646,16,0.42
258.33646,17,0.42
258.33646,18,0.42
258.33646,19,0.42
258.37812,0,0.63
258.37812,1,0.6
258.37812,2,0.53
258.37812,3,0.48
258.37812,4,0.45
258.37812,5,0.44
258.37812,6,0.43
258.37812,7,0.43
258.37812,8,0.43
258.37812,9,0.42
258.37812,10,0.42
258.37812,11,0.42
258.37812,12,0.42
258.37812,13,0.42
258.37812,14,0.42
258.37812,15,0.42
258.37812,16,0.42
258.37812,17,0.42
258.37812,18,0.42
258.37812,19,0.42
258.41979,0,0.6
258.41979,1,0.54
258.41979,2,0.48
258.41979,3,0.46
258.41979,4,0.44
258.41979,5,0.43
258.41979,6,0.42
258.41979,7,0.42
258.41979,8,0.42
258.41979,9,0.42
258.41979,10,0.42
258.41979,11,0.42
258.41979,12,0.42
258.41979,13,0.42
258.41979,14,0.42
258.41979,15,0.42
258.41979,16,0.42
258.41979,17,0.42
258.41979,18,0.42
258.41979,19,0.42
258.46146,0,0.57
258.46146,1,0.52
258.46146,2,0.49
258.46146,3,0.46
258.46146,4,0.44
258.46146,5,0.43
258.46146,6,0.42
258.46146,7,0.42
258.46146,8,0.42
258.46146,9,0.42
258.46146,10,0.42
258.46146,11,0.42
258.46146,12,0.42
258.46146,13,0.42
258.46146,14,0.42
258.46146,15,0.42
258.46146,16,0.42
258.46146,17,0.42
258.46146,18,0.42
258.46146,19,0.42
258.47187,0,0.59
258.47187,1,0.51
258.47187,2,0.46
258.47187,3,0.44
258.47187,4,0.43
258.47187,5,0.43
258.47187,6,0.43
258.47187,7,0.42
258.47187,8,0.42
258.47187,9,0.42
258.47187,10,0.42
258.47187,11,0.42
258.47187,12,0.42
258.47187,13,0.42
258.47187,14,0.42
258.47187,15,0.42
258.47187,16,0.42
258.47187,17,0.42
258.47187,18,0.42
258.47187,19,0.42
258.49271,0,0.57
258.49271,1,0.53
258.49271,2,0.49
258.49271,3,0.47
258.49271,4,0.45
258.49271,5,0.44
258.49271,6,0.43
258.49271,7,0.42
258.49271,8,0.42
258.49271,9,0.42
258.49271,10,0.42
258.49271,11,0.42
258.49271,12,0.42
258.49271,13,0.42
258.49271,14,0.42
258.49271,15,0.42
258.49271,16,0.42
258.49271,17,0.42
258.49271,18,0.42
258.49271,19,0.42
258.50312,0,0.56
258.50312,1,0.54
258.50312,2,0.49
258.50312,3,0.46
258.50312,4,0.45
258.50312,5,0.44
258.50312,6,0.43
258.50312,7,0.43
258.50312,8,0.42
258.50312,9,0.42
258.50312,10,0.42
258.50312,11,0.42
258.50312,12,0.42
258.50312,13,0.42
258.50312,14,0.42
258.50312,15,0.42
258.50312,16,0.42
258.50312,17,0.42
258.50312,18,0.42
258.50312,19,0.42
258.54479,0,0.58
258.54479,1,0.58
258.54479,2,0.55
258.54479,3,0.52
258.54479,4,0.48
258.54479,5,0.46
258.54479,6,0.44
258.54479,7,0.43
258.54479,8,0.43
258.54479,9,0.42
258.54479,10,0.42
258.54479,11,0.42
258.54479,12,0.42
258.54479,13,0.42
258.54479,14,0.42
258.54479,15,0.42
258.54479,16,0.42
258.54479,17,0.42
258.54479,18,0.42
258.54479,19,0.42
258.58646,0,0.57
258.58646,1,0.65
258.58646,2,0.6
258.58646,3,0.55
258.58646,4,0.52
258.58646,5,0.49
258.58646,6,0.46
258.58646,7,0.45
258.58646,8,0.44
258.58646,9,0.44
258.58646,10,0.43
258.58646,11,0.43
258.58646,12,0.43
258.58646,13,0.42
258.58646,14,0.42
258.58646,15,0.42
258.58646,16,0.42
258.58646,17,0.42
258.58646,18,0.42
258.58646,19,0.42
258.62812,0,0.64
258.62812,1,0.71
258.62812,2,0.62
258.62812,3,0.56
258.62812,4,0.51
258.62812,5,0.48
258.62812,6,0.46
258.62812,7,0.45
258.62812,8,0.44
258.62812,9,0.44
258.62812,10,0.44
258.62812,11,0.43
258.62812,12,0.43
258.62812,13,0.43
258.62812,14,0.42
258.62812,15,0.42
258.62812,16,0.42
258.62812,17,0.42
258.62812,18,0.42
258.62812,19,0.42
258.66979,0,0.74
258.66979,1,0.79
258.66979,2,0.71
258.66979,3,0.65
258.66979,4,0.61
258.66979,5,0.57
258.66979,6,0.52
258.66979,7,0.49
258.66979,8,0.46
258.66979,9,0.45
258.66979,10,0.45
258.66979,11,0.44
258.66979,12,0.44
258.66979,13,0.43
258.66979,14,0.43
258.66979,15,0.43
258.66979,16,0.42
258.66979,17,0.42
258.66979,18,0.42
258.66979,19,0.42
259.25312,0,0.58
259.25312,1,0.62
259.25312,2,0.54
259.25312,3,0.48
259.25312,4,0.45
259.25312,5,0.44
259.25312,6,0.43
259.25312,7,0.43
259.25312,8,0.42
259.25312,9,0.42
259.25312,10,0.42
259.25312,11,0.42
259.25312,12,0.42
259.25312,13,0.42
259.25312,14,0.42
259.25312,15,0.42
259.25312,16,0.42
259.25312,17,0.42
259.25312,18,0.42
259.25312,19,0.42
259.29479,0,0.54
259.29479,1,0.53
259.29479,2,0.5
259.29479,3,0.47
259.29479,4,0.46
259.29479,5,0.45
259.29479,6,0.44
259.29479,7,0.43
259.29479,8,0.43
259.29479,9,0.42
259.29479,10,0.42
259.29479,11,0.42
259.29479,12,0.42
259.29479,13,0.42
259.29479,14,0.42
259.29479,15,0.42
259.29479,16,0.42
259.29479,17,0.42
259.29479,18,0.42
259.29479,19,0.42
259.33646,0,0.69
259.33646,1,0.61
259.33646,2,0.53
259.33646,3,0.48
259.33646,4,0.46
259.33646,5,0.45
259.33646,6,0.44
259.33646,7,0.43
259.33646,8,0.43
259.33646,9,0.43
259.33646,10,0.42
259.33646,11,0.42
259.33646,12,0.42
259.33646,13,0.42
259.33646,14,0.42
259.33646,15,0.42
259.33646,16,0.42
259.33646,17,0.42
259.33646,18,0.42
259.33646,19,0.42
259.37812,0,0.72
259.37812,1,0.78
259.37812,2,0.67
259.37812,3,0.59
259.37812,4,0.52
259.37812,5,0.47
259.37812,6,0.45
259.37812,7,0.45
259.37812,8,0.44
259.37812,9,0.44
259.37812,10,0.43
259.37812,11,0.43
259.37812,12,0.43
259.37812,13,0.42
259.37812,14,0.42
259.37812,15,0.42
259.37812,16,0.42
259.37812,17,0.42
259.37812,18,0.42
259.37812,19,0.42
259.41979,0,0.67
259.41979,1,0.73
259.41979,2,0.61
259.41979,3,0.56
259.41979,4,0.52
259.41979,5,0.49
259.41979,6,0.48
259.41979,7,0.46
259.41979,8,0.45
259.41979,9,0.44
259.41979,10,0.43
259.41979,11,0.43
259.41979,12,0.43
259.41979,13,0.42
259.41979,14,0.42
259.41979,15,0.42
259.41979,16,0.42
259.41979,17,0.42
259.41979,18,0.42
259.41979,19,0.42
259.46146,0,0.68
259.46146,1,0.68
259.46146,2,0.59
259.46146,3,0.53
259.46146,4,0.49
259.46146,5,0.46
259.46146,6,0.44
259.46146,7,0.43
259.46146,8,0.43
259.46146,9,0.43
259.46146,10,0.42
259.46146,11,0.42
259.46146,12,0.42
259.46146,13,0.42
259.46146,14,0.42
259.46146,15,0.42
259.46146,16,0.42
259.46146,17,0.42
259.46146,18,0.42
259.46146,19,0.42
259.47187,0,0.57
259.47187,1,0.63
259.47187,2,0.59
259.47187,3,0.54
259.47187,4,0.51
259.47187,5,0.48
259.47187,6,0.46
259.47187,7,0.46
259.47187,8,0.45
259.47187,9,0.44
259.47187,10,0.43
259.47187,11,0.43
259.47187,12,0.43
259.47187,13,0.42
259.47187,14,0.42
259.47187,15,0.42
259.47187,16,0.42
259.47187,17,0.42
259.47187,18,0.42
259.47187,19,0.42
259.49271,0,0.56
259.49271,1,0.64
259.49271,2,0.56
259.49271,3,0.52
259.49271,4,0.5
259.49271,5,0.47
259.49271,6,0.45
259.49271,7,0.45
259.49271,8,0.44
259.49271,9,0.43
259.49271,10,0.43
259.49271,11,0.43
259.49271,12,0.42
259.49271,13,0.42
259.49271,14,0.42
259.49271,15,0.42
259.49271,16,0.42
259.49271,17,0.42
259.49271,18,0.42
259.49271,19,0.42
259.50312,0,0.59
259.50312,1,0.59
259.50312,2,0.52
259.50312,3,0.5
259.50312,4,0.47
259.50312,5,0.45
259.50312,6,0.44
259.50312,7,0.44
259.50312,8,0.43
259.50312,9,0.43
259.50312,10,0.43
259.50312,11,0.43
259.50312,12,0.42
259.50312,13,0.42
259.50312,14,0.42
259.50312,15,0.42
259.50312,16,0.42
259.50312,17,0.42
259.50312,18,0.42
259.50312,19,0.42
259.54479,0,0.59
259.54479,1,0.67
259.54479,2,0.59
259.54479,3,0.54
259.54479,4,0.51
259.54479,5,0.48
259.54479,6,0.46
259.54479,7,0.44
259.54479,8,0.44
259.54479,9,0.43
259.54479,10,0.43
259.54479,11,0.43
259.54479,12,0.42
259.54479,13,0.42
259.54479,14,0.42
259.54479,15,0.42
259.54479,16,0.42
259.54479,17,0.42
259.54479,18,0.42
259.54479,19,0.42
259.58646,0,0.53
259.58646,1,0.57
259.58646,2,0.52
259.58646,3,0.49
259.58646,4,0.46
259.58646,5,0.44
259.58646,6,0.43
259.58646,7,0.43
259.58646,8,0.43
259.58646,9,0.43
259.58646,10,0.42
259.58646,11,0.42
259.58646,12,0.42
259.58646,13,0.42
259.58646,14,0.42
259.58646,15,0.42
259.58646,16,0.42
259.58646,17,0.42
259.58646,18,0.42
259.58646,19,0.42
259.62812,0,0.56
259.62812,1,0.55
259.62812,2,0.51
259.62812,3,0.47
259.62812,4,0.45
259.62812,5,0.44
259.62812,6,0.43
259.62812,7,0.43
259.62812,8,0.43
259.62812,9,0.43
