time,value
6.075,1.15039
7.075,0.412589
8.075,0.201815
9.075,0.406618
10.075,0.349598
11.075,0.279766
11.325,0.401024
11.825,0.517466
12.075,0.43135
13.075,0.25891
14.075,0.276848
15.075,0.294465
16.075,0.30764
