time,value
6.075,1.13894
7.075,1.27042
8.075,0.784516
9.075,0.886739
10.075,1.50351
11.075,1.18114
11.325,1.67585
11.825,3.11958
12.075,3.06573
13.075,3.13532
14.075,2.12685
15.075,2.91593
16.075,2.3728
