time,value
6.075,1.09309
7.075,0.817285
8.075,0.849091
9.075,1.06484
10.075,1.1767
11.075,0.828364
11.325,0.760888
11.825,0.75387
12.075,1.00662
13.075,0.66795
14.075,0.53752
15.075,1.28481
16.075,1.33962
