time,value
6.075,0.439815
7.075,0.415968
8.075,0.333952
9.075,0.384883
10.075,0.546397
11.075,0.551492
11.325,0.530786
11.825,0.733249
12.075,1.19249
13.075,1.36359
14.075,1.48306
15.075,2.38015
16.075,1.14742
