time,value
6.075,1.3146
7.075,1.04425
8.075,1.61163
9.075,3.01028
10.075,2.62622
11.075,2.19332
11.325,2.20293
11.825,1.94745
12.075,1.64272
13.075,2.38841
14.075,1.31646
15.075,1.10494
16.075,1.94724
