time,value
6.075,0.840925
7.075,0.758238
8.075,0.874566
9.075,1.28022
10.075,1.44337
11.075,0.937117
11.325,1.10813
11.825,1.91001
12.075,2.34783
13.075,0.992915
14.075,0.782818
15.075,0.833303
16.075,1.71918
