time,value
6.075,1.07899
7.075,0.906512
8.075,0.9016
9.075,0.72223
10.075,1.02109
11.075,0.942512
11.325,0.781775
11.825,0.923774
12.075,0.71331
13.075,1.3161
14.075,0.976636
15.075,1.06986
16.075,0.766927
