time,value
6.075,5.30545
7.075,3.52601
8.075,2.53795
9.075,2.40497
10.075,2.9273
11.075,3.46267
11.325,4.72255
11.825,2.55567
12.075,2.54651
13.075,3.93781
14.075,2.14906
15.075,3.08016
16.075,2.72037
