timestamp,altitude,daytime,profile,value
2.64E+02,0.1,6.07,4.30E-01,1.26E+10
2.64E+02,0.3,6.07,4.60E-01,3.76E+10
2.64E+02,0.5,6.07,4.60E-01,3.78E+10
2.64E+02,0.7,6.07,4.70E-01,5.13E+10
2.64E+02,0.9,6.07,5.30E-01,1.10E+11
2.64E+02,1.1,6.07,4.80E-01,5.79E+10
2.64E+02,1.3,6.07,4.20E-01,4.32E+09
2.64E+02,1.5,6.07,4.20E-01,-2.83E+09
2.64E+02,1.7,6.07,4.30E-01,8.01E+09
2.64E+02,1.9,6.07,4.30E-01,9.38E+09
2.64E+02,2.1,6.07,4.30E-01,6.64E+09
2.64E+02,2.3,6.07,4.20E-01,4.70E+09
2.64E+02,2.5,6.07,4.20E-01,3.33E+09
2.64E+02,2.7,6.07,4.20E-01,2.36E+09
2.64E+02,2.9,6.07,4.20E-01,1.67E+09
2.64E+02,3.1,6.07,4.20E-01,1.18E+09
2.64E+02,3.3,6.07,4.20E-01,8.36E+08
2.64E+02,3.5,6.07,4.20E-01,5.92E+08
2.64E+02,3.7,6.07,4.20E-01,4.19E+08
2.64E+02,3.9,6.07,4.20E-01,2.97E+08
2.64E+02,0.1,7.07,4.10E-01,-7.28E+09
2.64E+02,0.3,7.07,4.70E-01,4.48E+10
2.64E+02,0.5,7.07,5.20E-01,1.02E+11
2.64E+02,0.7,7.07,4.40E-01,1.68E+10
2.64E+02,0.9,7.07,4.40E-01,2.43E+10
2.64E+02,1.1,7.07,4.60E-01,4.27E+10
2.64E+02,1.3,7.07,4.70E-01,4.52E+10
2.64E+02,1.5,7.07,4.60E-01,3.73E+10
2.64E+02,1.7,7.07,4.40E-01,2.47E+10
2.64E+02,1.9,7.07,4.30E-01,1.18E+10
2.64E+02,2.1,7.07,4.20E-01,2.46E+09
2.64E+02,2.3,7.07,4.20E-01,5.18E+07
2.64E+02,2.5,7.07,4.20E-01,3.67E+07
2.64E+02,2.7,7.07,4.20E-01,2.59E+07
2.64E+02,2.9,7.07,4.20E-01,1.84E+07
2.64E+02,3.1,7.07,4.20E-01,1.30E+07
2.64E+02,3.3,7.07,4.20E-01,9.21E+06
2.64E+02,3.5,7.07,4.20E-01,6.52E+06
2.64E+02,3.7,7.07,4.20E-01,4.61E+06
2.64E+02,3.9,7.07,4.20E-01,3.27E+06
2.64E+02,0.1,8.08,4.60E-01,4.22E+10
2.64E+02,0.3,8.08,4.50E-01,2.83E+10
2.64E+02,0.5,8.08,4.70E-01,5.38E+10
2.64E+02,0.7,8.08,4.60E-01,4.38E+10
2.64E+02,0.9,8.08,4.60E-01,3.75E+10
2.64E+02,1.1,8.08,4.50E-01,3.10E+10
2.64E+02,1.3,8.08,4.40E-01,2.46E+10
2.64E+02,1.5,8.08,4.40E-01,1.88E+10
2.64E+02,1.7,8.08,4.30E-01,1.39E+10
2.64E+02,1.9,8.08,4.30E-01,1.05E+10
2.64E+02,2.1,8.08,4.30E-01,9.16E+09
2.64E+02,2.3,8.08,4.30E-01,9.15E+09
2.64E+02,2.5,8.08,4.30E-01,6.48E+09
2.64E+02,2.7,8.08,4.20E-01,4.59E+09
2.64E+02,2.9,8.08,4.20E-01,3.25E+09
2.64E+02,3.1,8.08,4.20E-01,2.30E+09
2.64E+02,3.3,8.08,4.20E-01,1.63E+09
2.64E+02,3.5,8.08,4.20E-01,1.15E+09
2.64E+02,3.7,8.08,4.20E-01,8.16E+08
2.64E+02,3.9,8.08,4.20E-01,5.77E+08
2.64E+02,0.1,9.07,4.40E-01,2.03E+10
2.64E+02,0.3,9.07,4.70E-01,5.27E+10
2.64E+02,0.5,9.07,4.60E-01,4.32E+10
2.64E+02,0.7,9.07,4.70E-01,4.74E+10
2.64E+02,0.9,9.07,4.60E-01,4.18E+10
2.64E+02,1.1,9.07,4.50E-01,3.40E+10
2.64E+02,1.3,9.07,4.50E-01,2.55E+10
2.64E+02,1.5,9.07,4.40E-01,1.80E+10
2.64E+02,1.7,9.07,4.30E-01,1.20E+10
2.64E+02,1.9,9.07,4.30E-01,7.73E+09
2.64E+02,2.1,9.07,4.30E-01,5.28E+09
2.64E+02,2.3,9.07,4.20E-01,4.70E+09
2.64E+02,2.5,9.07,4.20E-01,3.33E+09
2.64E+02,2.7,9.07,4.20E-01,2.35E+09
2.64E+02,2.9,9.07,4.20E-01,1.67E+09
2.64E+02,3.1,9.07,4.20E-01,1.18E+09
2.64E+02,3.3,9.07,4.20E-01,8.36E+08
2.64E+02,3.5,9.07,4.20E-01,5.92E+08
2.64E+02,3.7,9.07,4.20E-01,4.19E+08
2.64E+02,3.9,9.07,4.20E-01,2.96E+08
2.64E+02,0.1,10.07,4.50E-01,3.12E+10
2.64E+02,0.3,10.07,4.80E-01,5.48E+10
2.64E+02,0.5,10.07,4.80E-01,5.69E+10
2.64E+02,0.7,10.07,4.80E-01,6.29E+10
2.64E+02,0.9,10.07,4.80E-01,5.74E+10
2.64E+02,1.1,10.07,4.60E-01,3.95E+10
2.64E+02,1.3,10.07,4.40E-01,2.28E+10
2.64E+02,1.5,10.07,4.30E-01,1.28E+10
2.64E+02,1.7,10.07,4.30E-01,7.92E+09
2.64E+02,1.9,10.07,4.30E-01,6.48E+09
2.64E+02,2.1,10.07,4.30E-01,6.79E+09
2.64E+02,2.3,10.07,4.30E-01,6.90E+09
2.64E+02,2.5,10.07,4.20E-01,4.88E+09
2.64E+02,2.7,10.07,4.20E-01,3.46E+09
2.64E+02,2.9,10.07,4.20E-01,2.45E+09
2.64E+02,3.1,10.07,4.20E-01,1.73E+09
2.64E+02,3.3,10.07,4.20E-01,1.23E+09
2.64E+02,3.5,10.07,4.20E-01,8.68E+08
2.64E+02,3.7,10.07,4.20E-01,6.15E+08
2.64E+02,3.9,10.07,4.20E-01,4.35E+08
2.64E+02,0.1,11.08,4.60E-01,4.12E+10
2.64E+02,0.3,11.08,4.80E-01,6.06E+10
2.64E+02,0.5,11.08,4.70E-01,4.99E+10
2.64E+02,0.7,11.08,4.60E-01,4.05E+10
2.64E+02,0.9,11.08,4.60E-01,3.46E+10
2.64E+02,1.1,11.08,4.50E-01,3.26E+10
2.64E+02,1.3,11.08,4.50E-01,2.96E+10
2.64E+02,1.5,11.08,4.50E-01,2.58E+10
2.64E+02,1.7,11.08,4.40E-01,2.40E+10
2.64E+02,1.9,11.08,4.40E-01,2.40E+10
2.64E+02,2.1,11.08,4.40E-01,1.70E+10
2.64E+02,2.3,11.08,4.30E-01,1.20E+10
2.64E+02,2.5,11.08,4.30E-01,8.53E+09
2.64E+02,2.7,11.08,4.30E-01,6.04E+09
2.64E+02,2.9,11.08,4.20E-01,4.27E+09
2.64E+02,3.1,11.08,4.20E-01,3.02E+09
2.64E+02,3.3,11.08,4.20E-01,2.14E+09
2.64E+02,3.5,11.08,4.20E-01,1.52E+09
2.64E+02,3.7,11.08,4.20E-01,1.07E+09
2.64E+02,3.9,11.08,4.20E-01,7.60E+08
2.64E+02,0.1,11.32,4.60E-01,4.12E+10
2.64E+02,0.3,11.32,4.60E-01,4.41E+10
2.64E+02,0.5,11.32,4.70E-01,4.53E+10
2.64E+02,0.7,11.32,4.70E-01,4.61E+10
2.64E+02,0.9,11.32,4.70E-01,5.13E+10
2.64E+02,1.1,11.32,4.60E-01,4.10E+10
2.64E+02,1.3,11.32,4.50E-01,3.26E+10
2.64E+02,1.5,11.32,4.50E-01,2.84E+10
2.64E+02,1.7,11.32,4.50E-01,2.80E+10
2.64E+02,1.9,11.32,4.50E-01,2.80E+10
2.64E+02,2.1,11.32,4.40E-01,1.98E+10
2.64E+02,2.3,11.32,4.30E-01,1.40E+10
2.64E+02,2.5,11.32,4.30E-01,9.94E+09
2.64E+02,2.7,11.32,4.30E-01,7.03E+09
2.64E+02,2.9,11.32,4.20E-01,4.98E+09
2.64E+02,3.1,11.32,4.20E-01,3.53E+09
2.64E+02,3.3,11.32,4.20E-01,2.50E+09
2.64E+02,3.5,11.32,4.20E-01,1.77E+09
2.64E+02,3.7,11.32,4.20E-01,1.25E+09
2.64E+02,3.9,11.32,4.20E-01,8.86E+08
2.64E+02,0.1,11.83,4.90E-01,7.34E+10
2.64E+02,0.3,11.83,5.00E-01,7.76E+10
2.64E+02,0.5,11.83,4.90E-01,6.57E+10
2.64E+02,0.7,11.83,4.80E-01,6.05E+10
2.64E+02,0.9,11.83,4.60E-01,4.13E+10
2.64E+02,1.1,11.83,4.50E-01,3.27E+10
2.64E+02,1.3,11.83,4.50E-01,2.91E+10
2.64E+02,1.5,11.83,4.50E-01,2.51E+10
2.64E+02,1.7,11.83,4.40E-01,1.97E+10
2.64E+02,1.9,11.83,4.40E-01,1.56E+10
2.64E+02,2.1,11.83,4.30E-01,1.49E+10
2.64E+02,2.3,11.83,4.30E-01,1.06E+10
2.64E+02,2.5,11.83,4.30E-01,7.48E+09
2.64E+02,2.7,11.83,4.30E-01,5.30E+09
2.64E+02,2.9,11.83,4.20E-01,3.75E+09
2.64E+02,3.1,11.83,4.20E-01,2.65E+09
2.64E+02,3.3,11.83,4.20E-01,1.88E+09
2.64E+02,3.5,11.83,4.20E-01,1.33E+09
2.64E+02,3.7,11.83,4.20E-01,9.42E+08
2.64E+02,3.9,11.83,4.20E-01,6.67E+08
2.65E+02,0.1,12.07,4.90E-01,6.41E+10
2.65E+02,0.3,12.07,5.00E-01,7.62E+10
2.65E+02,0.5,12.07,4.80E-01,5.91E+10
2.65E+02,0.7,12.07,4.70E-01,4.73E+10
2.65E+02,0.9,12.07,4.60E-01,3.51E+10
2.65E+02,1.1,12.07,4.50E-01,2.68E+10
2.65E+02,1.3,12.07,4.40E-01,2.08E+10
2.65E+02,1.5,12.07,4.40E-01,1.55E+10
2.65E+02,1.7,12.07,4.30E-01,1.06E+10
2.65E+02,1.9,12.07,4.30E-01,6.48E+09
2.65E+02,2.1,12.07,4.20E-01,4.04E+09
2.65E+02,2.3,12.07,4.20E-01,3.68E+09
2.65E+02,2.5,12.07,4.20E-01,2.61E+09
2.65E+02,2.7,12.07,4.20E-01,1.85E+09
2.65E+02,2.9,12.07,4.20E-01,1.31E+09
2.65E+02,3.1,12.07,4.20E-01,9.25E+08
2.65E+02,3.3,12.07,4.20E-01,6.55E+08
2.65E+02,3.5,12.07,4.20E-01,4.64E+08
2.65E+02,3.7,12.07,4.20E-01,3.28E+08
2.65E+02,3.9,12.07,4.20E-01,2.32E+08
2.65E+02,0.1,13.07,4.60E-01,4.25E+10
2.65E+02,0.3,13.07,4.90E-01,7.14E+10
2.65E+02,0.5,13.07,4.90E-01,6.39E+10
2.65E+02,0.7,13.07,4.70E-01,4.69E+10
2.65E+02,0.9,13.07,4.60E-01,3.62E+10
2.65E+02,1.1,13.07,4.60E-01,3.54E+10
2.65E+02,1.3,13.07,4.50E-01,3.33E+10
2.65E+02,1.5,13.07,4.50E-01,2.55E+10
2.65E+02,1.7,13.07,4.40E-01,1.60E+10
2.65E+02,1.9,13.07,4.30E-01,9.74E+09
2.65E+02,2.1,13.07,4.30E-01,9.24E+09
2.65E+02,2.3,13.07,4.30E-01,6.54E+09
2.65E+02,2.5,13.07,4.20E-01,4.63E+09
2.65E+02,2.7,13.07,4.20E-01,3.28E+09
2.65E+02,2.9,13.07,4.20E-01,2.32E+09
2.65E+02,3.1,13.07,4.20E-01,1.64E+09
2.65E+02,3.3,13.07,4.20E-01,1.16E+09
2.65E+02,3.5,13.07,4.20E-01,8.23E+08
2.65E+02,3.7,13.07,4.20E-01,5.83E+08
2.65E+02,3.9,13.07,4.20E-01,4.13E+08
2.65E+02,0.1,14.08,4.70E-01,4.52E+10
2.65E+02,0.3,14.08,4.90E-01,6.45E+10
2.65E+02,0.5,14.08,4.80E-01,6.02E+10
2.65E+02,0.7,14.08,4.70E-01,4.70E+10
2.65E+02,0.9,14.08,4.50E-01,2.71E+10
2.65E+02,1.1,14.08,4.40E-01,2.01E+10
2.65E+02,1.3,14.08,4.40E-01,1.91E+10
2.65E+02,1.5,14.08,4.40E-01,1.66E+10
2.65E+02,1.7,14.08,4.30E-01,1.16E+10
2.65E+02,1.9,14.08,4.30E-01,6.88E+09
2.65E+02,2.1,14.08,4.30E-01,5.44E+09
2.65E+02,2.3,14.08,4.20E-01,3.85E+09
2.65E+02,2.5,14.08,4.20E-01,2.73E+09
2.65E+02,2.7,14.08,4.20E-01,1.93E+09
2.65E+02,2.9,14.08,4.20E-01,1.37E+09
2.65E+02,3.1,14.08,4.20E-01,9.68E+08
2.65E+02,3.3,14.08,4.20E-01,6.85E+08
2.65E+02,3.5,14.08,4.20E-01,4.85E+08
2.65E+02,3.7,14.08,4.20E-01,3.44E+08
2.65E+02,3.9,14.08,4.20E-01,2.43E+08
2.65E+02,0.1,15.07,4.60E-01,3.74E+10
2.65E+02,0.3,15.07,4.60E-01,4.39E+10
2.65E+02,0.5,15.07,4.60E-01,4.08E+10
2.65E+02,0.7,15.07,4.70E-01,5.27E+10
2.65E+02,0.9,15.07,4.80E-01,5.92E+10
2.65E+02,1.1,15.07,4.70E-01,4.67E+10
2.65E+02,1.3,15.07,4.50E-01,2.71E+10
