timestamp,altitude,daytime,profile,value
2.64E+02,0.1,6.07,4.20E-01,9.28E-02
2.64E+02,0.3,6.07,4.20E-01,9.52E-02
2.64E+02,0.5,6.07,4.20E-01,9.80E-02
2.64E+02,0.7,6.07,4.20E-01,9.65E-02
2.64E+02,0.9,6.07,4.20E-01,9.72E-02
2.64E+02,1.1,6.07,4.20E-01,1.09E-01
2.64E+02,1.3,6.07,4.20E-01,9.96E-02
2.64E+02,1.5,6.07,4.20E-01,5.38E-02
2.64E+02,1.7,6.07,4.20E-01,4.04E-02
2.64E+02,1.9,6.07,4.20E-01,3.18E-02
2.64E+02,2.1,6.07,4.20E-01,2.31E-02
2.64E+02,2.3,6.07,4.20E-01,1.45E-02
2.64E+02,2.5,6.07,4.20E-01,8.37E-03
2.64E+02,2.7,6.07,4.20E-01,7.16E-03
2.64E+02,2.9,6.07,4.20E-01,5.94E-03
2.64E+02,3.1,6.07,4.20E-01,4.72E-03
2.64E+02,3.3,6.07,4.20E-01,3.50E-03
2.64E+02,3.5,6.07,4.20E-01,2.33E-03
2.64E+02,3.7,6.07,4.20E-01,1.65E-03
2.64E+02,3.9,6.07,4.20E-01,1.17E-03
2.64E+02,0.1,7.07,4.20E-01,6.40E-02
2.64E+02,0.3,7.07,4.20E-01,6.29E-02
2.64E+02,0.5,7.07,4.20E-01,5.90E-02
2.64E+02,0.7,7.07,4.20E-01,5.49E-02
2.64E+02,0.9,7.07,4.20E-01,5.48E-02
2.64E+02,1.1,7.07,4.20E-01,5.28E-02
2.64E+02,1.3,7.07,4.20E-01,5.06E-02
2.64E+02,1.5,7.07,4.20E-01,4.72E-02
2.64E+02,1.7,7.07,4.20E-01,3.27E-02
2.64E+02,1.9,7.07,4.20E-01,1.93E-02
2.64E+02,2.1,7.07,4.20E-01,1.65E-02
2.64E+02,2.3,7.07,4.20E-01,1.37E-02
2.64E+02,2.5,7.07,4.20E-01,1.10E-02
2.64E+02,2.7,7.07,4.20E-01,8.21E-03
2.64E+02,2.9,7.07,4.20E-01,5.44E-03
2.64E+02,3.1,7.07,4.20E-01,2.67E-03
2.64E+02,3.3,7.07,4.20E-01,2.02E-03
2.64E+02,3.5,7.07,4.20E-01,1.66E-03
2.64E+02,3.7,7.07,4.20E-01,1.30E-03
2.64E+02,3.9,7.07,4.20E-01,9.40E-04
2.64E+02,0.1,8.08,4.20E-01,6.19E-02
2.64E+02,0.3,8.08,4.20E-01,5.97E-02
2.64E+02,0.5,8.08,4.20E-01,5.49E-02
2.64E+02,0.7,8.08,4.20E-01,5.23E-02
2.64E+02,0.9,8.08,4.20E-01,5.02E-02
2.64E+02,1.1,8.08,4.20E-01,5.08E-02
2.64E+02,1.3,8.08,4.20E-01,4.83E-02
2.64E+02,1.5,8.08,4.20E-01,3.44E-02
2.64E+02,1.7,8.08,4.20E-01,2.06E-02
2.64E+02,1.9,8.08,4.20E-01,1.76E-02
2.64E+02,2.1,8.08,4.20E-01,1.47E-02
2.64E+02,2.3,8.08,4.20E-01,1.17E-02
2.64E+02,2.5,8.08,4.20E-01,8.78E-03
2.64E+02,2.7,8.08,4.20E-01,5.82E-03
2.64E+02,2.9,8.08,4.20E-01,2.86E-03
2.64E+02,3.1,8.08,4.20E-01,1.80E-03
2.64E+02,3.3,8.08,4.20E-01,1.52E-03
2.64E+02,3.5,8.08,4.20E-01,1.23E-03
2.64E+02,3.7,8.08,4.20E-01,9.49E-04
2.64E+02,3.9,8.08,4.20E-01,6.64E-04
2.64E+02,0.1,9.07,4.20E-01,6.24E-02
2.64E+02,0.3,9.07,4.20E-01,6.10E-02
2.64E+02,0.5,9.07,4.20E-01,5.74E-02
2.64E+02,0.7,9.07,4.20E-01,5.39E-02
2.64E+02,0.9,9.07,4.20E-01,5.38E-02
2.64E+02,1.1,9.07,4.20E-01,5.36E-02
2.64E+02,1.3,9.07,4.20E-01,4.37E-02
2.64E+02,1.5,9.07,4.20E-01,2.84E-02
2.64E+02,1.7,9.07,4.20E-01,2.13E-02
2.64E+02,1.9,9.07,4.20E-01,1.79E-02
2.64E+02,2.1,9.07,4.20E-01,1.44E-02
2.64E+02,2.3,9.07,4.20E-01,1.09E-02
2.64E+02,2.5,9.07,4.20E-01,7.41E-03
2.64E+02,2.7,9.07,4.20E-01,3.92E-03
2.64E+02,2.9,9.07,4.20E-01,2.32E-03
2.64E+02,3.1,9.07,4.20E-01,2.01E-03
2.64E+02,3.3,9.07,4.20E-01,1.71E-03
2.64E+02,3.5,9.07,4.20E-01,1.40E-03
2.64E+02,3.7,9.07,4.20E-01,1.10E-03
2.64E+02,3.9,9.07,4.20E-01,7.93E-04
2.64E+02,0.1,10.07,4.20E-01,8.20E-02
2.64E+02,0.3,10.07,4.20E-01,8.07E-02
2.64E+02,0.5,10.07,4.20E-01,7.96E-02
2.64E+02,0.7,10.07,4.20E-01,6.99E-02
2.64E+02,0.9,10.07,4.20E-01,7.05E-02
2.64E+02,1.1,10.07,4.20E-01,6.15E-02
2.64E+02,1.3,10.07,4.20E-01,3.75E-02
2.64E+02,1.5,10.07,4.20E-01,2.58E-02
2.64E+02,1.7,10.07,4.20E-01,2.10E-02
2.64E+02,1.9,10.07,4.20E-01,1.63E-02
2.64E+02,2.1,10.07,4.20E-01,1.15E-02
2.64E+02,2.3,10.07,4.20E-01,6.77E-03
2.64E+02,2.5,10.07,4.20E-01,4.54E-03
2.64E+02,2.7,10.07,4.20E-01,4.06E-03
2.64E+02,2.9,10.07,4.20E-01,3.58E-03
2.64E+02,3.1,10.07,4.20E-01,3.10E-03
2.64E+02,3.3,10.07,4.20E-01,2.62E-03
2.64E+02,3.5,10.07,4.20E-01,2.13E-03
2.64E+02,3.7,10.07,4.20E-01,1.65E-03
2.64E+02,3.9,10.07,4.20E-01,1.17E-03
2.64E+02,0.1,11.08,4.20E-01,8.28E-02
2.64E+02,0.3,11.08,4.20E-01,8.39E-02
2.64E+02,0.5,11.08,4.20E-01,8.27E-02
2.64E+02,0.7,11.08,4.20E-01,7.69E-02
2.64E+02,0.9,11.08,4.20E-01,7.22E-02
2.64E+02,1.1,11.08,4.20E-01,5.84E-02
2.64E+02,1.3,11.08,4.20E-01,3.60E-02
2.64E+02,1.5,11.08,4.20E-01,2.58E-02
2.64E+02,1.7,11.08,4.20E-01,2.08E-02
2.64E+02,1.9,11.08,4.20E-01,1.58E-02
2.64E+02,2.1,11.08,4.20E-01,1.08E-02
2.64E+02,2.3,11.08,4.20E-01,5.83E-03
2.64E+02,2.5,11.08,4.20E-01,5.09E-03
2.64E+02,2.7,11.08,4.20E-01,4.46E-03
2.64E+02,2.9,11.08,4.20E-01,3.84E-03
2.64E+02,3.1,11.08,4.20E-01,3.21E-03
2.64E+02,3.3,11.08,4.20E-01,2.59E-03
2.64E+02,3.5,11.08,4.20E-01,2.10E-03
2.64E+02,3.7,11.08,4.20E-01,1.49E-03
2.64E+02,3.9,11.08,4.20E-01,1.05E-03
2.64E+02,0.1,11.32,4.20E-01,7.52E-02
