timestamp,altitude,daytime,profile,value
2.68E+02,0.1,6.07,4.20E-01,4.35E-02
2.68E+02,0.3,6.07,4.20E-01,4.38E-02
2.68E+02,0.5,6.07,4.20E-01,3.73E-02
2.68E+02,0.7,6.07,4.20E-01,3.15E-02
2.68E+02,0.9,6.07,4.20E-01,3.06E-02
2.68E+02,1.1,6.07,4.20E-01,2.92E-02
2.68E+02,1.3,6.07,4.20E-01,2.68E-02
2.68E+02,1.5,6.07,4.20E-01,2.43E-02
2.68E+02,1.7,6.07,4.20E-01,2.13E-02
2.68E+02,1.9,6.07,4.20E-01,1.84E-02
2.68E+02,2.1,6.07,4.20E-01,1.74E-02
2.68E+02,2.3,6.07,4.20E-01,1.64E-02
2.68E+02,2.5,6.07,4.20E-01,1.35E-02
2.68E+02,2.7,6.07,4.20E-01,1.05E-02
2.68E+02,2.9,6.07,4.20E-01,7.47E-03
2.68E+02,3.1,6.07,4.20E-01,5.56E-03
2.68E+02,3.3,6.07,4.20E-01,4.61E-03
2.68E+02,3.5,6.07,4.20E-01,3.65E-03
2.68E+02,3.7,6.07,4.20E-01,2.70E-03
2.68E+02,3.9,6.07,4.20E-01,1.75E-03
2.68E+02,0.1,7.07,4.20E-01,3.76E-02
2.68E+02,0.3,7.07,4.20E-01,3.78E-02
2.68E+02,0.5,7.07,4.20E-01,3.28E-02
2.68E+02,0.7,7.07,4.20E-01,2.82E-02
2.68E+02,0.9,7.07,4.20E-01,2.54E-02
2.68E+02,1.1,7.07,4.20E-01,2.25E-02
2.68E+02,1.3,7.07,4.20E-01,1.97E-02
2.68E+02,1.5,7.07,4.20E-01,1.74E-02
2.68E+02,1.7,7.07,4.20E-01,1.57E-02
2.68E+02,1.9,7.07,4.20E-01,1.51E-02
2.68E+02,2.1,7.07,4.20E-01,1.49E-02
2.68E+02,2.3,7.07,4.20E-01,1.13E-02
2.68E+02,2.5,7.07,4.20E-01,7.82E-03
2.68E+02,2.7,7.07,4.20E-01,5.08E-03
2.68E+02,2.9,7.07,4.20E-01,4.18E-03
2.68E+02,3.1,7.07,4.20E-01,3.28E-03
2.68E+02,3.3,7.07,4.20E-01,2.39E-03
2.68E+02,3.5,7.07,4.20E-01,1.49E-03
2.68E+02,3.7,7.07,4.20E-01,5.90E-04
2.68E+02,3.9,7.07,4.20E-01,2.66E-04
2.68E+02,0.1,8.08,4.20E-01,3.81E-02
2.68E+02,0.3,8.08,4.20E-01,3.73E-02
2.68E+02,0.5,8.08,4.20E-01,3.16E-02
2.68E+02,0.7,8.08,4.20E-01,2.76E-02
2.68E+02,0.9,8.08,4.20E-01,2.48E-02
2.68E+02,1.1,8.08,4.20E-01,2.15E-02
2.68E+02,1.3,8.08,4.20E-01,1.84E-02
2.68E+02,1.5,8.08,4.20E-01,1.59E-02
2.68E+02,1.7,8.08,4.20E-01,1.41E-02
2.68E+02,1.9,8.08,4.20E-01,1.24E-02
2.68E+02,2.1,8.08,4.20E-01,9.25E-03
2.68E+02,2.3,8.08,4.20E-01,6.09E-03
2.68E+02,2.5,8.08,4.20E-01,4.27E-03
2.68E+02,2.7,8.08,4.20E-01,3.47E-03
2.68E+02,2.9,8.08,4.20E-01,2.67E-03
2.68E+02,3.1,8.08,4.20E-01,1.87E-03
2.68E+02,3.3,8.08,4.20E-01,1.07E-03
2.68E+02,3.5,8.08,4.20E-01,2.70E-04
2.68E+02,3.7,8.08,4.20E-01,1.01E-04
2.68E+02,3.9,8.08,4.20E-01,0.00E+00
2.68E+02,0.1,9.07,4.20E-01,4.26E-02
2.68E+02,0.3,9.07,4.20E-01,4.11E-02
2.68E+02,0.5,9.07,4.20E-01,3.51E-02
2.68E+02,0.7,9.07,4.20E-01,3.16E-02
2.68E+02,0.9,9.07,4.20E-01,2.91E-02
2.68E+02,1.1,9.07,4.20E-01,2.73E-02
2.68E+02,1.3,9.07,4.20E-01,2.69E-02
2.68E+02,1.5,9.07,4.20E-01,2.19E-02
2.68E+02,1.7,9.07,4.20E-01,1.67E-02
2.68E+02,1.9,9.07,4.20E-01,1.22E-02
2.68E+02,2.1,9.07,4.20E-01,7.66E-03
2.68E+02,2.3,9.07,4.20E-01,5.46E-03
2.68E+02,2.5,9.07,4.20E-01,4.53E-03
2.68E+02,2.7,9.07,4.20E-01,3.61E-03
2.68E+02,2.9,9.07,4.20E-01,2.68E-03
2.68E+02,3.1,9.07,4.20E-01,1.75E-03
2.68E+02,3.3,9.07,4.20E-01,8.21E-04
2.68E+02,3.5,9.07,4.20E-01,2.98E-04
2.68E+02,3.7,9.07,4.20E-01,1.86E-04
2.68E+02,3.9,9.07,4.20E-01,7.37E-05
2.68E+02,0.1,10.07,4.20E-01,4.48E-02
2.68E+02,0.3,10.07,4.20E-01,4.36E-02
2.68E+02,0.5,10.07,4.20E-01,3.96E-02
2.68E+02,0.7,10.07,4.20E-01,3.69E-02
2.68E+02,0.9,10.07,4.20E-01,3.28E-02
2.68E+02,1.1,10.07,4.20E-01,2.91E-02
2.68E+02,1.3,10.07,4.20E-01,2.65E-02
2.68E+02,1.5,10.07,4.20E-01,2.52E-02
2.68E+02,1.7,10.07,4.20E-01,1.93E-02
2.68E+02,1.9,10.07,4.20E-01,1.27E-02
2.68E+02,2.1,10.07,4.20E-01,8.29E-03
2.68E+02,2.3,10.07,4.20E-01,7.03E-03
2.68E+02,2.5,10.07,4.20E-01,5.77E-03
2.68E+02,2.7,10.07,4.20E-01,4.51E-03
2.68E+02,2.9,10.07,4.20E-01,3.26E-03
2.68E+02,3.1,10.07,4.20E-01,2.00E-03
2.68E+02,3.3,10.07,4.20E-01,7.48E-04
2.68E+02,3.5,10.07,4.20E-01,5.97E-04
2.68E+02,3.7,10.07,4.20E-01,4.46E-04
2.68E+02,3.9,10.07,4.20E-01,2.95E-04
2.68E+02,0.1,11.08,4.20E-01,4.80E-02
2.68E+02,0.3,11.08,4.20E-01,4.74E-02
2.68E+02,0.5,11.08,4.20E-01,4.56E-02
2.68E+02,0.7,11.08,4.20E-01,4.25E-02
2.68E+02,0.9,11.08,4.20E-01,3.94E-02
2.68E+02,1.1,11.08,4.20E-01,3.47E-02
2.68E+02,1.3,11.08,4.20E-01,3.04E-02
2.68E+02,1.5,11.08,4.20E-01,2.60E-02
2.68E+02,1.7,11.08,4.20E-01,1.90E-02
2.68E+02,1.9,11.08,4.20E-01,1.20E-02
