time,value
6.075,0.707634
7.075,0.679274
8.075,0.712098
9.075,1.12617
10.075,1.25581
11.075,0.754876
11.325,0.950033
11.825,1.66967
12.075,2.19745
13.075,0.903372
14.075,0.743569
15.075,0.782992
16.075,1.42025
