time,value
6.075,1.22468
7.075,0.945087
8.075,1.53365
9.075,2.84856
10.075,2.58602
11.075,2.06119
11.325,2.04894
11.825,1.83374
12.075,1.47334
13.075,2.17296
14.075,1.16846
15.075,1.04728
16.075,1.74635
