time,value
6.075,2.3136
7.075,1.2509
8.075,1.12513
9.075,0.897872
10.075,0.536151
11.075,0.765793
11.325,0.884921
11.825,1.22929
12.075,1.18833
13.075,1.11123
14.075,1.06295
15.075,1.27431
16.075,1.44964
