time,value
6.075,2.14237
7.075,2.75854
8.075,1.52248
9.075,1.29053
10.075,0.817648
11.075,0.746501
11.325,0.628622
11.825,0.84459
12.075,0.850941
13.075,1.47245
14.075,2.16043
15.075,2.53157
16.075,3.94286
