time,value
6.075,1.31041
7.075,0.889391
8.075,1.50593
9.075,1.52022
10.075,1.32767
11.075,1.24956
11.325,1.3426
11.825,1.12564
12.075,1.14052
13.075,0.983207
14.075,0.707302
15.075,1.32331
16.075,1.50641
