time,value
6.075,0.687013
7.075,0.7606
8.075,0.716793
9.075,0.702109
10.075,0.863281
11.075,0.878394
11.325,0.94991
11.825,0.986858
12.075,0.764743
13.075,0.875703
14.075,0.699236
15.075,0.691548
16.075,0.677249
