time,value
6.075,0.0309308
7.075,0.658886
8.075,0.271734
9.075,-0.00443113
10.075,0.210612
11.075,0.294559
11.325,0.256353
11.825,0.366037
12.075,0.390372
13.075,0.37317
14.075,0.396721
15.075,0.347857
16.075,0.310003
