time,value
6.075,0.926309
7.075,0.740465
8.075,0.656649
9.075,0.662704
10.075,0.632346
11.075,0.600656
11.325,0.660841
11.825,0.694333
12.075,0.706917
13.075,0.723281
14.075,0.938707
15.075,1.11708
16.075,1.18778
