time,value
6.075,-0.321018
7.075,0.233418
8.075,-0.167847
9.075,0.532894
10.075,0.47056
11.075,0.455202
11.325,0.417207
11.825,0.391272
12.075,0.586973
13.075,0.519144
14.075,0.571489
15.075,0.666332
16.075,0.804633
