time,value
6.075,4.97731
7.075,3.22283
8.075,2.44272
9.075,2.25949
10.075,2.65316
11.075,3.20283
11.325,4.40227
11.825,2.46092
12.075,2.47739
13.075,3.56187
14.075,2.08203
15.075,3.03616
16.075,2.79288
