time,value
6.075,0.520977
7.075,0.813352
8.075,0.650715
9.075,1.07851
10.075,1.70151
11.075,2.3488
11.325,1.50212
11.825,1.37797
12.075,1.20742
13.075,1.45187
14.075,1.0337
15.075,1.82784
16.075,2.24046
