time,value
6.075,1.03595
7.075,0.759514
8.075,0.823398
9.075,1.00866
10.075,1.06479
11.075,0.715286
11.325,0.640411
11.825,0.668136
12.075,0.899741
13.075,0.582072
14.075,0.484013
15.075,1.21217
16.075,1.16941
