time,value
6.075,0.390789
7.075,0.378493
8.075,0.325108
9.075,0.373966
10.075,0.492711
11.075,0.471135
11.325,0.445474
11.825,0.641225
12.075,1.04349
13.075,1.13885
14.075,1.26353
15.075,2.22476
16.075,0.959316
