time,value
6.075,1.38418
7.075,1.27086
8.075,1.28096
9.075,1.24585
10.075,1.25555
11.075,1.00885
11.325,1.13279
11.825,1.24444
12.075,1.37184
13.075,1.65972
14.075,1.81279
15.075,2.57069
16.075,2.49243
