time,value
6.075,0.207424
7.075,0.481462
8.075,0.258068
9.075,0.303876
10.075,0.222739
11.075,0.275319
11.325,0.316875
11.825,0.195276
12.075,0.213323
13.075,0.348693
14.075,0.390646
15.075,0.056633
16.075,0.334604
