time,value
6.075,1.31529
7.075,1.48445
8.075,1.42088
9.075,1.45419
10.075,1.27732
11.075,1.30094
11.325,1.32576
11.825,1.1907
12.075,1.36357
13.075,1.47264
14.075,1.42954
15.075,2.0353
16.075,1.82468
