time,value
6.075,0.408264
7.075,0.478492
8.075,0.0354631
9.075,0.387538
10.075,0.349695
11.075,0.48704
11.325,0.535784
11.825,0.0968797
12.075,0.419511
13.075,0.7018
14.075,0.786298
15.075,0.740655
16.075,0.615629
